price,time,temp,wind,hour,dayofweek,month
22.663,2026-01-30 23:00:00,-18.5,7.2,23,4,1
20.13,2026-01-31 00:00:00,-18.2,7.2,0,5,1
18.951,2026-01-31 01:00:00,-18.7,8.3,1,5,1
18.825,2026-01-31 02:00:00,-19.2,7.9,2,5,1
19.077,2026-01-31 03:00:00,-19.2,7.9,3,5,1
20.468,2026-01-31 04:00:00,-19.8,7.9,4,5,1
20.983,2026-01-31 05:00:00,-20.9,7.2,5,5,1
18.953,2026-01-31 06:00:00,-20.7,6.8,6,5,1
21.597,2026-01-31 07:00:00,-21.1,7.9,7,5,1
20.331,2026-01-31 08:00:00,-20.8,8.3,8,5,1
21.524,2026-01-31 09:00:00,-19.5,7.9,9,5,1
21.172,2026-01-31 10:00:00,-17.8,6.5,10,5,1
22.436,2026-01-31 11:00:00,-16.4,5.4,11,5,1
23.172,2026-01-31 12:00:00,-15.7,4.7,12,5,1
22.682,2026-01-31 13:00:00,-15.6,5.4,13,5,1
23.301,2026-01-31 14:00:00,-16.1,7.2,14,5,1
23.28,2026-01-31 15:00:00,-16.6,8.3,15,5,1
20.468,2026-01-31 16:00:00,-17.0,8.6,16,5,1
17.834,2026-01-31 17:00:00,-17.2,9.0,17,5,1
17.22,2026-01-31 18:00:00,-17.5,9.0,18,5,1
15.816,2026-01-31 19:00:00,-17.7,7.9,19,5,1
14.67,2026-01-31 20:00:00,-18.0,7.6,20,5,1
13.15,2026-01-31 21:00:00,-18.2,6.5,21,5,1
11.162,2026-01-31 22:00:00,-18.4,5.4,22,5,1
6.585,2026-01-31 23:00:00,-18.9,5.4,23,5,1
6.598,2026-02-01 00:00:00,-20.0,6.5,0,6,2
6.667,2026-02-01 01:00:00,-20.6,6.1,1,6,2
6.679,2026-02-01 02:00:00,-21.2,7.6,2,6,2
7.193,2026-02-01 03:00:00,-21.8,8.3,3,6,2
7.959,2026-02-01 04:00:00,-22.1,7.9,4,6,2
8.276,2026-02-01 05:00:00,-21.9,7.9,5,6,2
9.849,2026-02-01 06:00:00,-22.0,7.6,6,6,2
12.293,2026-02-01 07:00:00,-22.5,7.6,7,6,2
11.651,2026-02-01 08:00:00,-22.2,7.6,8,6,2
14.32,2026-02-01 09:00:00,-20.9,7.2,9,6,2
12.756,2026-02-01 10:00:00,-19.2,6.1,10,6,2
13.276,2026-02-01 11:00:00,-17.9,6.5,11,6,2
13.942,2026-02-01 12:00:00,-17.1,7.2,12,6,2
14.619,2026-02-01 13:00:00,-17.1,6.8,13,6,2
16.314,2026-02-01 14:00:00,-17.7,7.2,14,6,2
17.084,2026-02-01 15:00:00,-19.4,8.6,15,6,2
16.603,2026-02-01 16:00:00,-20.7,9.0,16,6,2
16.494,2026-02-01 17:00:00,-21.5,8.3,17,6,2
16.314,2026-02-01 18:00:00,-22.2,7.9,18,6,2
15.878,2026-02-01 19:00:00,-22.6,8.3,19,6,2
16.787,2026-02-01 20:00:00,-22.9,8.3,20,6,2
15.592,2026-02-01 21:00:00,-23.1,8.3,21,6,2
14.045,2026-02-01 22:00:00,-23.2,9.0,22,6,2
12.172,2026-02-01 23:00:00,-21.5,10.4,23,6,2
11.797,2026-02-02 00:00:00,-21.6,11.2,0,0,2
14.105,2026-02-02 01:00:00,-21.8,12.2,1,0,2
15.911,2026-02-02 02:00:00,-22.1,13.3,2,0,2
17.584,2026-02-02 03:00:00,-22.0,13.7,3,0,2
32.654,2026-02-02 04:00:00,-22.2,14.0,4,0,2
49.416,2026-02-02 05:00:00,-22.4,14.4,5,0,2
51.056,2026-02-02 06:00:00,-22.8,14.8,6,0,2
55.132,2026-02-02 07:00:00,-22.4,15.1,7,0,2
55.389,2026-02-02 08:00:00,-21.8,16.2,8,0,2
53.221,2026-02-02 09:00:00,-20.9,16.6,9,0,2
55.953,2026-02-02 10:00:00,-19.5,16.2,10,0,2
55.358,2026-02-02 11:00:00,-17.9,17.3,11,0,2
51.068,2026-02-02 12:00:00,-17.5,17.3,12,0,2
51.023,2026-02-02 13:00:00,-16.8,18.4,13,0,2
50.968,2026-02-02 14:00:00,-17.0,18.0,14,0,2
49.32,2026-02-02 15:00:00,-17.1,19.1,15,0,2
43.733,2026-02-02 16:00:00,-17.1,19.1,16,0,2
48.147,2026-02-02 17:00:00,-17.3,19.1,17,0,2
43.343,2026-02-02 18:00:00,-17.4,18.4,18,0,2
30.364,2026-02-02 19:00:00,-17.6,17.6,19,0,2
28.218,2026-02-02 20:00:00,-17.9,16.6,20,0,2
25.602,2026-02-02 21:00:00,-18.0,15.8,21,0,2
22.651,2026-02-02 22:00:00,-18.3,15.5,22,0,2
21.728,2026-02-02 23:00:00,-18.7,15.1,23,0,2
18.825,2026-02-03 00:00:00,-19.0,14.4,0,1,2
18.825,2026-02-03 01:00:00,-19.3,14.8,1,1,2
18.825,2026-02-03 02:00:00,-19.6,14.0,2,1,2
26.367,2026-02-03 03:00:00,-19.8,13.3,3,1,2
41.188,2026-02-03 04:00:00,-20.1,13.3,4,1,2
60.289,2026-02-03 05:00:00,-20.2,12.6,5,1,2
60.163,2026-02-03 06:00:00,-20.3,12.2,6,1,2
60.04,2026-02-03 07:00:00,-20.5,12.2,7,1,2
57.534,2026-02-03 08:00:00,-19.7,12.2,8,1,2
59.993,2026-02-03 09:00:00,-18.4,12.2,9,1,2
55.498,2026-02-03 10:00:00,-16.9,11.5,10,1,2
61.436,2026-02-03 11:00:00,-15.4,11.9,11,1,2
56.111,2026-02-03 12:00:00,-13.9,11.9,12,1,2
60.748,2026-02-03 13:00:00,-13.1,11.2,13,1,2
62.316,2026-02-03 14:00:00,-13.4,9.4,14,1,2
77.045,2026-02-03 15:00:00,-14.5,10.1,15,1,2
61.725,2026-02-03 16:00:00,-15.6,11.9,16,1,2
61.946,2026-02-03 17:00:00,-16.5,11.2,17,1,2
61.394,2026-02-03 18:00:00,-17.1,10.8,18,1,2
50.385,2026-02-03 19:00:00,-17.4,9.7,19,1,2
41.052,2026-02-03 20:00:00,-17.6,9.4,20,1,2
47.274,2026-02-03 21:00:00,-17.2,10.4,21,1,2
33.649,2026-02-03 22:00:00,-17.2,10.8,22,1,2
24.183,2026-02-03 23:00:00,-14.9,13.3,23,1,2
20.983,2026-02-04 00:00:00,-15.2,13.3,0,2,2
18.825,2026-02-04 01:00:00,-15.4,13.0,1,2,2
20.046,2026-02-04 02:00:00,-15.5,12.2,2,2,2
22.262,2026-02-04 03:00:00,-15.4,12.2,3,2,2
31.207,2026-02-04 04:00:00,-15.6,11.9,4,2,2
37.65,2026-02-04 05:00:00,-15.4,12.6,5,2,2
40.123,2026-02-04 06:00:00,-15.4,11.9,6,2,2
38.369,2026-02-04 07:00:00,-15.0,11.9,7,2,2
38.193,2026-02-04 08:00:00,-14.8,11.9,8,2,2
30.551,2026-02-04 09:00:00,-14.4,10.4,9,2,2
29.073,2026-02-04 10:00:00,-13.8,9.7,10,2,2
28.968,2026-02-04 11:00:00,-13.3,9.0,11,2,2
29.861,2026-02-04 12:00:00,-13.2,9.0,12,2,2
23.503,2026-02-04 13:00:00,-13.4,9.4,13,2,2
21.8,2026-02-04 14:00:00,-13.8,9.4,14,2,2
22.588,2026-02-04 15:00:00,-14.5,8.6,15,2,2
23.807,2026-02-04 16:00:00,-15.4,8.3,16,2,2
21.235,2026-02-04 17:00:00,-16.1,7.9,17,2,2
19.03,2026-02-04 18:00:00,-16.7,8.3,18,2,2
16.069,2026-02-04 19:00:00,-17.2,7.6,19,2,2
17.57,2026-02-04 20:00:00,-17.5,6.5,20,2,2
13.485,2026-02-04 21:00:00,-17.8,5.0,21,2,2
10.962,2026-02-04 22:00:00,-18.1,4.0,22,2,2
12.55,2026-02-04 23:00:00,-18.3,2.5,23,2,2
11.314,2026-02-05 00:00:00,-18.5,3.2,0,3,2
11.245,2026-02-05 01:00:00,-18.7,2.9,1,3,2
11.546,2026-02-05 02:00:00,-18.9,2.9,2,3,2
12.123,2026-02-05 03:00:00,-19.0,1.1,3,3,2
14.56,2026-02-05 04:00:00,-19.1,1.4,4,3,2
16.976,2026-02-05 05:00:00,-18.8,1.1,5,3,2
20.079,2026-02-05 06:00:00,-18.8,1.1,6,3,2
25.03,2026-02-05 07:00:00,-18.8,0.7,7,3,2
25.136,2026-02-05 08:00:00,-18.1,1.4,8,3,2
25.099,2026-02-05 09:00:00,-16.6,1.8,9,3,2
26.848,2026-02-05 10:00:00,-14.9,2.9,10,3,2
27.38,2026-02-05 11:00:00,-13.6,1.1,11,3,2
27.117,2026-02-05 12:00:00,-12.9,2.9,12,3,2
25.238,2026-02-05 13:00:00,-12.9,3.6,13,3,2
25.1,2026-02-05 14:00:00,-13.5,3.2,14,3,2
27.359,2026-02-05 15:00:00,-14.4,5.0,15,3,2
25.1,2026-02-05 16:00:00,-15.4,4.7,16,3,2
25.691,2026-02-05 17:00:00,-16.3,4.7,17,3,2
25.1,2026-02-05 18:00:00,-17.0,4.0,18,3,2
17.609,2026-02-05 19:00:00,-17.6,5.0,19,3,2
17.888,2026-02-05 20:00:00,-18.2,4.0,20,3,2
18.081,2026-02-05 21:00:00,-18.5,4.7,21,3,2
14.336,2026-02-05 22:00:00,-19.0,6.8,22,3,2
17.151,2026-02-05 23:00:00,-16.3,9.0,23,3,2
15.55,2026-02-06 00:00:00,-16.1,7.6,0,4,2
13.289,2026-02-06 01:00:00,-15.8,6.1,1,4,2
15.057,2026-02-06 02:00:00,-15.4,6.5,2,4,2
18.34,2026-02-06 03:00:00,-16.0,7.6,3,4,2
27.114,2026-02-06 04:00:00,-16.1,8.3,4,4,2
33.483,2026-02-06 05:00:00,-16.3,9.4,5,4,2
36.821,2026-02-06 06:00:00,-16.5,7.6,6,4,2
43.333,2026-02-06 07:00:00,-17.0,7.9,7,4,2
41.367,2026-02-06 08:00:00,-17.3,8.3,8,4,2
35.209,2026-02-06 09:00:00,-16.7,7.9,9,4,2
36.071,2026-02-06 10:00:00,-16.0,7.6,10,4,2
29.294,2026-02-06 11:00:00,-14.9,7.6,11,4,2
26.683,2026-02-06 12:00:00,-14.1,6.1,12,4,2
22.462,2026-02-06 13:00:00,-13.7,7.2,13,4,2
21.509,2026-02-06 14:00:00,-13.8,8.6,14,4,2
24.082,2026-02-06 15:00:00,-14.7,9.0,15,4,2
24.966,2026-02-06 16:00:00,-15.4,7.9,16,4,2
23.581,2026-02-06 17:00:00,-16.3,7.2,17,4,2
23.024,2026-02-06 18:00:00,-16.8,6.8,18,4,2
19.878,2026-02-06 19:00:00,-17.4,7.2,19,4,2
17.434,2026-02-06 20:00:00,-18.3,7.2,20,4,2
18.817,2026-02-06 21:00:00,-18.9,7.6,21,4,2
15.081,2026-02-06 22:00:00,-19.3,7.6,22,4,2
17.015,2026-02-06 23:00:00,-19.6,7.9,23,4,2
15.06,2026-02-07 00:00:00,-19.9,7.2,0,5,2
13.726,2026-02-07 01:00:00,-20.2,8.6,1,5,2
14.018,2026-02-07 02:00:00,-20.4,9.7,2,5,2
13.987,2026-02-07 03:00:00,-20.4,10.1,3,5,2
15.059,2026-02-07 04:00:00,-20.3,9.4,4,5,2
14.332,2026-02-07 05:00:00,-20.0,8.3,5,5,2
16.66,2026-02-07 06:00:00,-20.0,7.6,6,5,2
15.75,2026-02-07 07:00:00,-19.9,7.9,7,5,2
15.059,2026-02-07 08:00:00,-19.3,8.6,8,5,2
15.231,2026-02-07 09:00:00,-17.2,10.1,9,5,2
15.529,2026-02-07 10:00:00,-15.5,11.9,10,5,2
15.368,2026-02-07 11:00:00,-13.7,11.9,11,5,2
15.413,2026-02-07 12:00:00,-12.8,12.2,12,5,2
15.678,2026-02-07 13:00:00,-13.0,13.3,13,5,2
15.059,2026-02-07 14:00:00,-13.5,13.0,14,5,2
16.817,2026-02-07 15:00:00,-14.3,13.3,15,5,2
17.203,2026-02-07 16:00:00,-14.9,13.0,16,5,2
17.188,2026-02-07 17:00:00,-15.4,13.3,17,5,2
16.16,2026-02-07 18:00:00,-15.9,12.6,18,5,2
15.059,2026-02-07 19:00:00,-16.4,12.2,19,5,2
16.869,2026-02-07 20:00:00,-16.8,11.9,20,5,2
14.882,2026-02-07 21:00:00,-17.2,12.2,21,5,2
14.333,2026-02-07 22:00:00,-17.7,12.2,22,5,2
15.907,2026-02-07 23:00:00,-10.7,10.4,23,5,2
16.314,2026-02-08 00:00:00,-11.3,9.7,0,6,2
15.155,2026-02-08 01:00:00,-11.8,9.0,1,6,2
14.263,2026-02-08 02:00:00,-12.4,9.0,2,6,2
13.806,2026-02-08 03:00:00,-13.3,9.0,3,6,2
15.134,2026-02-08 04:00:00,-14.1,7.9,4,6,2
15.059,2026-02-08 05:00:00,-14.6,7.2,5,6,2
14.07,2026-02-08 06:00:00,-14.8,7.6,6,6,2
15.061,2026-02-08 07:00:00,-15.1,7.2,7,6,2
15.059,2026-02-08 08:00:00,-14.8,6.5,8,6,2
15.361,2026-02-08 09:00:00,-14.1,7.2,9,6,2
14.333,2026-02-08 10:00:00,-13.2,6.8,10,6,2
13.935,2026-02-08 11:00:00,-12.1,5.4,11,6,2
13.177,2026-02-08 12:00:00,-10.7,6.1,12,6,2
13.177,2026-02-08 13:00:00,-10.3,7.9,13,6,2
13.561,2026-02-08 14:00:00,-10.6,8.3,14,6,2
14.413,2026-02-08 15:00:00,-11.2,9.0,15,6,2
16.224,2026-02-08 16:00:00,-11.4,6.8,16,6,2
16.656,2026-02-08 17:00:00,-12.2,6.1,17,6,2
16.034,2026-02-08 18:00:00,-12.8,7.6,18,6,2
14.274,2026-02-08 19:00:00,-12.8,6.5,19,6,2
13.614,2026-02-08 20:00:00,-12.6,6.5,20,6,2
13.185,2026-02-08 21:00:00,-11.7,10.8,21,6,2
12.398,2026-02-08 22:00:00,-10.7,11.9,22,6,2
12.412,2026-02-08 23:00:00,-10.0,12.2,23,6,2
12.267,2026-02-09 00:00:00,-9.6,10.8,0,0,2
12.283,2026-02-09 01:00:00,-9.5,11.2,1,0,2
12.274,2026-02-09 02:00:00,-9.1,13.0,2,0,2
12.343,2026-02-09 03:00:00,-8.5,13.0,3,0,2
13.189,2026-02-09 04:00:00,-8.1,13.0,4,0,2
16.919,2026-02-09 05:00:00,-7.8,12.2,5,0,2
20.796,2026-02-09 06:00:00,-7.5,11.5,6,0,2
23.587,2026-02-09 07:00:00,-7.3,10.4,7,0,2
26.667,2026-02-09 08:00:00,-7.3,13.0,8,0,2
27.743,2026-02-09 09:00:00,-6.7,16.2,9,0,2
23.843,2026-02-09 10:00:00,-6.0,16.2,10,0,2
29.036,2026-02-09 11:00:00,-5.5,15.1,11,0,2
29.468,2026-02-09 12:00:00,-5.0,14.0,12,0,2
28.1,2026-02-09 13:00:00,-5.0,12.6,13,0,2
28.986,2026-02-09 14:00:00,-4.9,12.2,14,0,2
29.979,2026-02-09 15:00:00,-4.9,11.9,15,0,2
30.499,2026-02-09 16:00:00,-4.7,11.5,16,0,2
27.409,2026-02-09 17:00:00,-4.6,11.5,17,0,2
25.109,2026-02-09 18:00:00,-4.2,11.5,18,0,2
18.752,2026-02-09 19:00:00,-4.3,11.2,19,0,2
17.361,2026-02-09 20:00:00,-4.5,9.7,20,0,2
15.843,2026-02-09 21:00:00,-4.7,7.6,21,0,2
14.165,2026-02-09 22:00:00,-5.0,8.6,22,0,2
16.619,2026-02-11 23:00:00,-8.5,8.6,23,2,2
14.721,2026-02-12 00:00:00,-8.7,8.6,0,3,2
